index,q,powerloss,f,vout,iout,pa,prx,bty_temp,chnl,ce_pkg,rpp_pkg,ss_pkg,location
1597,0.46,8899.08,141.59,17.64,1971.76,9.02,34.51,18.65,6.04,97.99,53.9,7.09,1
1598,1.7,4651.99,138.48,15.57,1963.48,46.84,53.29,1.0,3.66,-6.37,19.11,207.0,1
1599,1.75,9267.87,133.38,17.39,1638.5,58.32,61.65,8.65,2.48,63.17,60.74,156.37,1
1600,1.34,4396.29,130.7,15.14,1476.22,62.24,31.29,1.08,6.61,15.8,17.95,200.18,0
1601,1.18,7812.74,130.25,16.84,1079.09,35.19,44.81,37.47,2.28,30.18,9.97,97.67,1
1602,0.3,4992.21,135.0,17.95,417.12,15.56,9.63,15.63,2.4,112.42,35.5,239.94,1
1603,1.55,2796.01,139.34,16.27,1610.23,41.67,52.49,25.94,0.32,94.23,9.78,1.36,0
1604,1.75,2434.08,141.77,16.75,930.26,2.27,10.03,21.8,5.03,-99.21,51.91,41.57,0
1606,1.88,1524.96,133.06,16.67,1387.27,32.73,58.17,9.67,3.52,112.03,63.35,149.96,1
1607,0.26,6644.88,140.78,17.85,895.34,38.03,10.91,0.38,4.41,19.23,55.09,18.18,1
1609,1.97,7434.34,142.02,17.83,2271.26,38.36,26.03,22.14,0.88,63.94,44.92,53.2,0
1611,0.43,5264.3,130.48,16.66,490.16,38.93,7.26,48.66,4.75,-13.26,50.68,4.96,0
1612,1.16,7913.46,142.31,17.14,1496.14,50.86,27.7,27.93,1.69,-57.15,15.1,223.73,1
1615,1.4,5151.35,143.17,15.86,924.99,6.81,57.16,42.22,5.15,78.37,60.95,39.49,1
1616,0.62,1236.11,135.83,15.62,2264.03,54.97,64.37,22.01,5.25,5.65,44.82,3.84,1
1617,1.95,9260.74,143.59,17.95,2400.67,39.2,47.79,30.95,3.5,-81.76,4.44,21.02,0
1618,0.87,2322.15,131.17,17.64,2395.01,13.66,22.67,12.39,6.17,37.08,60.98,250.48,0
1619,1.61,8948.35,131.83,16.53,186.84,48.15,0.07,43.25,4.95,62.62,61.6,241.76,1
1620,0.15,8098.6,138.69,16.47,2260.82,50.67,41.19,8.53,4.11,-85.56,21.99,68.99,0
1622,1.44,4288.23,142.02,16.34,208.47,48.2,34.62,14.46,2.01,-28.21,22.92,160.05,0
1623,0.45,6503.86,131.27,17.19,1169.22,23.44,18.35,34.67,3.71,-103.6,18.22,57.94,1
1624,1.0,4675.54,131.68,15.48,655.22,8.53,24.66,0.73,0.73,-72.29,58.0,13.97,0
1625,1.91,4741.73,139.93,18.5,1543.84,3.54,30.87,46.82,4.72,62.69,55.22,81.77,0
1627,0.94,1649.18,134.4,16.99,1811.81,47.42,51.63,40.17,0.24,-117.66,17.75,229.03,1
1628,1.86,7252.03,134.11,16.37,923.88,10.98,61.89,20.95,2.13,74.33,3.48,148.44,1
1630,0.17,3493.42,131.97,18.89,1215.29,28.07,54.77,10.22,6.93,-29.26,1.56,239.87,1
1631,1.22,8084.83,133.83,17.99,447.94,55.8,16.86,16.04,5.45,-26.02,64.25,22.08,1
1632,1.04,1420.29,143.14,17.34,274.3,22.69,8.09,26.27,2.93,-120.63,56.19,104.53,0
1633,1.28,1793.44,141.47,17.0,1286.82,27.09,62.35,35.35,7.37,4.84,22.16,177.68,0
1634,1.11,3393.57,135.38,15.39,1381.95,37.8,39.66,15.5,2.17,26.53,9.49,134.23,1
1635,0.52,8672.98,133.97,18.6,1693.16,54.4,21.52,40.17,1.7,118.74,40.7,163.9,1
1636,0.4,6191.66,134.03,15.68,1247.69,47.36,43.22,21.11,6.17,86.92,57.02,242.74,0
1637,1.2,3573.65,144.38,17.76,1789.41,50.83,46.38,36.76,0.78,89.27,31.18,35.86,0
1638,0.79,2862.3,130.33,18.21,612.58,38.08,3.06,21.58,3.84,-24.95,56.46,151.67,0
1639,0.86,723.69,136.73,15.86,556.6,58.0,0.13,40.94,5.18,-26.94,5.05,128.52,1
1640,0.41,7696.95,140.47,17.02,1094.03,61.88,24.06,6.8,4.91,-18.1,35.47,52.79,1
1641,1.8,2827.43,142.51,18.44,1343.08,9.95,13.54,6.78,7.56,-5.37,0.92,193.51,1
1642,1.89,1990.34,145.98,18.01,599.8,36.91,56.6,11.2,2.89,101.16,6.7,29.74,0
1643,1.46,6771.38,141.1,17.59,1137.49,9.33,9.19,26.76,2.92,-100.97,42.72,16.25,1
1645,0.02,7009.88,144.27,15.54,796.84,60.51,53.76,8.6,6.93,-52.41,63.92,55.83,0
1646,1.32,9131.1,139.97,16.35,1878.1,42.93,59.85,14.64,6.2,-7.3,64.96,158.7,0
1647,1.65,7361.27,132.93,16.72,2235.21,18.32,39.2,49.84,2.08,54.25,21.49,64.52,0
1648,1.38,9558.67,142.14,18.94,932.28,11.46,1.77,29.74,2.77,49.95,40.68,62.64,1
1650,0.63,344.39,132.4,15.72,1129.59,21.94,24.31,38.29,2.06,-91.72,15.03,28.82,1
1651,0.65,2620.0,137.14,15.02,387.54,31.6,44.42,21.54,1.38,-8.46,56.2,39.29,0
1652,1.94,5038.86,144.25,16.13,2183.96,24.61,58.13,23.28,3.03,95.53,64.26,1.5,1
1654,1.24,2479.4,144.32,17.28,487.15,56.3,5.82,14.15,2.49,43.81,10.94,149.37,0
1655,0.15,1961.75,134.02,16.54,2192.84,20.45,4.07,36.73,6.09,70.02,8.48,234.13,1
1656,1.79,8220.67,139.03,18.21,0.13,16.01,35.41,29.07,1.13,94.14,45.77,103.2,0
1657,1.01,4675.73,141.73,18.3,1143.51,30.8,42.13,42.4,4.31,-33.79,12.64,99.22,0
1658,0.06,1599.24,140.41,15.82,884.06,18.33,18.96,28.42,7.17,-1.48,51.31,60.69,0
1659,1.69,6167.41,140.84,16.65,2206.31,27.58,7.75,24.8,3.24,-12.48,59.7,198.88,1
1660,0.53,373.45,145.11,15.93,1361.82,12.66,43.63,45.78,7.88,93.12,34.51,89.7,0
1661,1.96,3014.91,138.01,16.74,2313.33,7.99,21.49,36.17,0.36,46.12,54.69,238.35,1
1662,0.97,7715.44,138.7,18.48,2459.81,31.58,3.66,1.57,2.38,-43.24,64.94,34.23,0
1663,1.99,3526.2,143.79,18.31,882.65,11.67,21.59,1.87,1.12,111.62,35.59,16.52,1
1664,1.53,9118.33,133.36,17.0,1478.94,51.63,52.35,24.41,0.78,23.09,26.27,21.68,0
1665,0.33,2880.3,130.72,16.43,1265.04,14.23,54.16,1.52,3.0,-56.92,5.99,205.74,0
1666,0.45,7677.65,132.12,15.89,2315.13,50.56,14.99,4.99,5.96,114.09,50.51,108.54,1
1667,1.72,4646.94,134.54,18.98,1428.84,6.79,4.61,31.02,6.79,44.23,50.04,88.2,0
1668,0.0,9842.35,145.08,16.51,378.67,60.31,50.13,25.65,7.88,105.46,52.58,82.04,1
1669,1.21,9935.37,137.31,15.97,1495.74,5.76,19.86,46.89,1.56,-109.12,57.07,113.85,1
1670,1.93,7222.87,130.84,15.88,1806.17,24.55,32.86,41.37,7.94,41.11,36.31,195.53,0
1672,1.99,6782.8,141.61,15.46,1755.55,14.03,50.84,39.3,1.34,-82.25,36.72,107.49,1
1673,1.0,6698.07,139.4,17.69,2096.42,54.67,22.58,5.59,3.07,-14.35,40.5,191.69,1
1674,0.88,2912.21,141.47,17.42,2203.13,19.02,11.53,40.07,3.13,-71.69,54.24,156.23,1
1675,1.29,624.74,131.34,17.47,747.42,36.01,34.17,29.61,2.82,-74.63,5.55,84.04,1
1677,1.95,5305.63,145.3,15.38,595.39,2.31,11.36,17.15,7.5,-58.92,17.26,250.6,0
1678,1.39,5256.71,132.97,16.02,2447.01,21.71,36.17,3.54,5.84,-13.66,45.25,57.99,1
1679,1.89,7090.39,136.0,16.36,1546.07,13.95,26.67,6.61,6.18,-19.59,60.22,107.83,0
1680,0.43,2686.6,134.51,15.49,253.66,32.57,26.16,18.93,6.15,-81.55,41.53,162.21,1
1682,1.42,5898.77,133.87,19.0,2232.0,25.18,1.85,5.62,3.54,11.34,2.05,138.91,1
1684,1.9,1980.32,130.66,15.14,311.63,33.38,40.46,41.89,1.66,22.17,64.58,39.93,0
1686,0.39,7388.52,134.98,18.03,569.01,17.4,25.12,29.12,5.99,-116.59,17.85,40.6,1
1687,1.14,5584.58,130.58,15.12,1089.71,11.05,38.24,43.3,4.65,-36.28,3.88,249.31,0
1688,1.82,8802.1,133.5,18.3,719.78,60.25,3.08,6.83,3.04,123.65,20.49,104.87,0
1690,1.3,501.2,131.58,16.24,1626.64,51.21,59.35,17.43,6.05,-71.4,63.99,146.14,0
1691,1.32,5129.43,136.89,18.72,45.39,14.04,36.72,27.55,0.47,53.28,53.08,56.19,1
1692,0.86,9208.69,139.76,16.16,55.6,1.03,55.39,9.67,6.99,-32.12,48.89,96.81,1
1693,0.42,8369.98,137.28,18.74,1110.44,40.59,10.52,11.2,1.19,90.88,35.18,160.05,0
1694,1.52,2661.34,133.6,16.31,1705.52,6.49,14.09,16.78,0.14,79.77,56.97,12.17,0
1695,0.17,7180.47,130.51,17.74,2213.94,54.16,61.32,24.18,2.55,99.92,7.81,211.3,1
1696,0.66,8872.74,138.41,18.83,2321.08,28.16,26.37,47.56,4.79,-63.8,55.8,171.09,1
1697,0.0,5404.72,141.28,17.83,704.57,18.06,14.33,18.2,7.3,-28.84,25.33,201.45,0
1698,1.29,4023.76,143.01,17.24,1880.68,34.63,55.89,42.81,2.29,19.45,19.14,73.52,0
1699,0.06,8416.75,143.88,17.82,43.71,31.33,30.82,25.83,1.91,2.03,14.23,141.38,1
1700,1.63,637.84,130.95,15.51,82.2,6.38,40.12,16.67,6.26,-14.42,44.72,117.04,1
1701,1.03,2617.76,139.49,15.89,382.69,60.33,17.3,33.56,3.57,-61.43,51.29,222.39,0
1702,1.32,9832.99,133.89,18.35,384.86,32.63,63.45,4.63,3.47,53.12,33.98,198.36,0
1704,1.51,3953.24,144.28,18.69,732.17,9.39,52.48,48.1,6.88,-65.44,13.81,22.4,0
1705,1.6,2808.19,130.57,18.5,2034.09,59.02,30.86,34.26,7.77,34.8,35.8,174.48,1
1706,1.41,710.34,145.06,17.38,1515.75,60.88,51.19,37.39,5.11,64.91,2.98,153.89,0
1709,1.49,5113.16,142.05,16.24,1187.55,57.94,14.59,15.02,7.05,-87.94,7.13,197.69,1
1711,0.56,5812.08,136.81,15.79,1891.68,31.34,55.63,1.76,1.86,113.07,59.24,69.15,1
1712,0.08,3233.6,143.59,15.94,809.97,6.19,11.43,1.95,1.12,87.73,31.04,114.66,0
1714,1.2,2344.55,135.93,18.64,530.74,63.39,24.64,5.45,1.69,-83.89,33.06,174.42,1
1715,1.48,9812.89,137.29,17.79,676.74,20.07,58.14,30.84,2.66,-102.43,20.24,175.54,0
1716,0.71,9215.06,138.1,17.43,935.32,11.42,19.54,13.74,6.86,-3.83,33.38,39.68,1
1717,0.24,3176.84,143.6,18.79,1966.36,1.6,25.32,24.68,5.22,-65.34,27.38,1.99,1
1718,0.51,2595.8,140.48,16.39,771.04,54.23,4.19,27.3,7.63,31.91,61.24,99.0,0
1719,1.22,524.46,136.77,18.6,1477.58,61.01,53.05,11.5,2.03,18.48,58.58,6.81,0
1721,1.6,4239.12,139.13,16.77,9.08,47.85,33.6,25.3,5.75,-81.94,37.22,63.7,0
1722,0.73,4340.92,130.45,15.97,865.1,31.09,18.77,20.92,0.71,-126.59,13.12,145.89,0
1724,0.35,9324.26,138.26,17.47,196.13,45.01,58.59,21.65,2.74,13.08,13.56,206.09,0
1725,0.45,9621.27,135.92,16.16,1578.71,27.97,63.87,32.34,6.73,49.43,30.56,48.62,0
1726,1.36,7311.77,145.22,18.88,1636.95,38.71,61.31,12.35,2.69,107.37,2.85,9.72,1
1727,1.21,6936.23,130.85,18.88,324.53,2.08,2.78,23.95,2.24,106.3,38.23,214.25,1
1728,0.76,4628.17,131.35,17.79,730.04,40.02,25.57,36.52,1.8,81.01,55.65,112.53,1
1729,1.23,5521.96,140.64,16.08,799.33,11.13,21.71,35.44,2.65,12.41,19.33,102.86,0
1730,1.73,3969.65,132.46,16.01,1275.03,49.68,35.79,8.61,3.04,9.07,11.02,146.83,0
1731,0.41,219.16,139.75,16.76,514.18,7.56,46.25,34.76,3.96,35.46,49.06,44.93,0
1734,0.77,9344.93,136.89,16.6,2307.59,22.5,56.9,20.7,6.65,-119.56,61.1,247.78,0
1735,0.11,770.75,132.91,17.44,344.51,16.48,7.65,30.35,7.87,124.3,17.6,238.27,0
1736,0.22,5043.99,132.79,15.99,2158.45,15.96,5.11,25.5,1.05,68.37,58.36,110.02,1
1738,0.79,436.14,142.98,15.21,756.5,3.1,55.16,4.16,7.04,57.26,18.53,34.23,0
1739,0.35,8214.99,132.31,16.04,1998.01,17.87,16.86,7.16,0.62,0.07,17.25,156.03,0
1740,1.48,2436.28,142.28,18.51,805.3,60.79,18.8,15.51,4.13,20.23,37.09,1.7,0
1741,0.02,1036.4,139.06,18.94,1222.91,28.68,9.3,37.28,5.52,38.98,49.92,189.18,1
1742,1.56,7679.95,137.44,16.57,927.31,17.32,46.64,17.49,1.72,78.18,29.96,204.85,1
1743,1.64,8477.86,145.65,18.68,2451.46,57.11,16.62,31.01,2.12,-70.99,21.76,84.15,1
1745,1.28,4657.01,135.01,18.02,2248.76,6.26,51.55,3.92,6.47,-53.81,51.34,115.38,1
1746,0.31,4928.55,138.92,18.74,1005.91,4.89,28.61,24.44,0.55,56.76,22.74,123.44,1
1747,1.47,478.33,143.85,18.37,1976.57,56.72,47.94,12.94,7.29,14.87,23.94,68.03,1
1748,1.39,8772.05,136.99,18.87,1732.53,10.37,52.64,46.07,1.7,84.07,3.17,27.59,1
1749,0.51,7310.2,130.28,15.45,1240.35,52.7,43.75,44.57,6.31,-96.04,58.17,43.96,0
1750,0.34,1114.44,144.86,16.85,1501.56,47.86,47.89,35.25,6.68,77.24,57.82,170.61,0
1751,0.22,65.51,138.45,15.19,571.11,33.19,59.97,12.0,7.78,44.43,60.22,249.05,1
1752,1.26,128.12,144.56,18.81,1192.64,18.0,13.71,19.47,1.01,-30.9,34.59,21.82,1
1753,1.53,3419.61,130.29,18.81,390.89,35.07,0.82,38.97,7.41,-0.02,31.89,13.04,0
1754,1.69,5026.8,139.19,15.04,1736.29,26.72,0.34,6.33,2.26,-107.01,63.22,8.62,1
1755,1.11,1454.28,134.81,15.45,2229.23,33.28,6.17,10.9,2.13,-17.78,2.13,198.48,1
1757,1.61,3323.57,130.09,15.32,318.89,56.61,22.19,13.56,5.24,73.29,40.7,222.93,0
1758,2.0,382.17,143.96,17.89,2216.49,2.32,45.12,10.66,2.16,113.15,33.22,24.04,0
1759,1.73,7338.39,134.59,16.32,236.39,6.49,39.49,36.68,7.22,-1.01,12.71,39.03,1
1760,0.19,4554.88,141.29,16.68,1660.76,36.08,47.35,24.05,7.93,-46.79,14.05,217.06,1
1761,0.76,4602.99,134.38,17.41,2027.29,17.83,35.59,0.22,3.65,-39.03,25.5,157.1,0
1762,0.44,8082.35,136.74,15.95,1317.36,62.14,28.12,19.89,1.35,91.3,12.2,152.74,0
1763,0.53,2239.19,130.94,17.7,83.99,24.69,60.05,15.73,4.48,-109.13,59.17,92.39,0
1764,0.71,6588.5,137.12,16.59,782.86,61.4,39.2,21.55,1.58,93.18,21.74,226.69,1
1767,0.09,951.37,131.66,17.77,1074.94,9.84,43.42,8.32,2.18,35.88,6.75,71.09,1
1768,1.01,7959.54,136.8,17.14,2200.61,6.61,32.44,19.27,1.0,-37.99,48.47,160.95,0
1769,1.71,7747.34,135.25,16.67,457.24,40.48,12.97,44.13,5.01,76.58,22.2,202.8,1
1770,1.11,1233.99,130.19,16.71,2386.36,62.84,51.72,46.02,1.37,125.45,30.59,60.87,0
1771,0.01,4908.17,144.37,17.88,391.09,52.27,34.61,5.73,2.34,94.01,61.27,87.51,1
1773,1.79,5962.08,135.06,16.91,2186.12,37.64,61.42,11.82,5.05,-117.58,36.23,170.03,0
1775,0.09,7394.6,136.26,16.88,685.46,28.55,23.18,49.76,1.09,16.59,50.12,46.49,1
1776,1.05,7187.49,133.15,16.81,2010.84,8.95,0.75,34.56,6.25,-72.65,34.88,202.01,1
1778,0.48,5948.72,133.77,15.25,593.77,30.13,23.28,28.5,0.87,-40.51,51.84,102.61,0
1779,0.11,1126.6,143.49,17.12,390.05,54.91,14.23,13.17,5.82,65.62,16.03,6.05,0
1780,1.54,723.87,132.22,18.03,381.44,38.6,58.25,46.41,5.21,20.94,54.0,63.72,1
1781,0.96,1743.31,145.83,15.87,1707.78,8.94,9.55,19.31,4.01,9.6,55.47,86.96,0
1782,0.41,823.56,131.47,15.39,1117.44,43.15,14.4,0.44,6.67,-98.56,52.82,169.97,0
1783,1.64,7975.09,132.01,18.77,1707.29,52.05,45.4,13.82,5.41,-37.63,59.52,151.7,1
1784,0.44,2176.5,132.3,15.58,337.89,48.4,14.28,32.52,1.17,-25.6,18.45,238.11,0
1785,0.8,7021.57,143.72,15.09,1367.25,9.17,6.61,44.11,7.81,-118.66,61.15,92.11,1
1786,0.53,5535.08,131.74,17.39,1460.27,14.95,45.72,14.63,4.66,122.23,8.31,123.36,0
1787,1.43,8102.62,143.83,17.95,709.96,3.68,26.81,25.39,5.7,112.62,5.7,27.74,0
1788,0.54,970.9,130.96,17.83,1641.59,49.91,20.48,46.78,6.3,111.72,27.58,245.31,0
1789,0.77,2139.82,145.09,17.15,252.3,22.38,46.59,44.58,4.62,20.87,22.41,52.26,1
1790,0.23,3570.61,140.48,17.96,175.39,44.34,6.99,45.97,1.49,67.19,1.94,52.87,0
1791,1.29,9168.05,138.6,18.69,1499.2,18.97,62.87,4.18,5.47,-32.28,21.05,40.23,1
1792,1.69,9090.59,144.76,15.55,1730.69,49.76,51.81,43.9,4.81,-126.83,54.98,151.86,1
1794,0.64,9977.67,136.27,18.13,237.69,40.51,38.77,25.05,6.08,32.77,39.35,205.89,0
1795,0.35,1663.63,144.49,18.6,1485.39,62.57,19.53,6.2,6.14,108.65,4.71,247.71,1
1796,0.48,2559.05,141.12,18.29,2017.7,5.14,14.2,16.92,5.17,68.31,61.66,6.17,0
1797,0.86,1663.77,131.69,17.23,1754.79,43.68,10.68,43.13,3.89,-106.49,24.03,56.15,0
1798,1.06,6630.45,131.44,15.49,834.17,53.64,39.54,4.46,3.95,-60.6,13.27,43.71,1
1799,1.58,9611.29,145.18,16.42,318.05,55.83,49.14,5.85,0.31,-1.91,1.69,40.04,1
1800,1.51,1669.34,143.6,18.99,973.99,38.66,35.8,19.37,7.31,62.64,11.41,222.89,1
1801,1.0,5487.45,131.35,18.82,2182.97,42.07,50.14,31.85,2.39,-17.27,18.36,153.25,1
1802,1.98,6372.96,130.66,15.34,1882.29,52.12,1.61,44.18,0.78,-111.65,52.86,11.27,1
1803,0.88,669.41,144.05,18.23,1048.98,14.09,63.51,7.82,7.54,25.37,51.42,250.23,1
1806,0.33,8660.86,144.64,16.07,626.7,8.54,32.8,21.32,7.55,-76.93,15.42,26.81,1
1807,0.73,9031.88,144.98,15.96,2378.99,15.89,14.67,37.27,6.11,29.39,60.94,128.35,0
1808,1.62,6066.41,141.19,18.39,888.91,53.65,40.45,0.25,0.5,31.62,36.63,20.7,0
1809,1.38,4501.88,134.19,18.11,701.07,54.42,38.83,31.07,3.7,62.93,59.52,134.55,1
1812,1.5,230.01,130.42,17.6,412.69,31.95,29.09,30.64,4.65,-112.81,16.14,15.2,0
1813,1.64,4619.3,138.81,17.9,2190.49,5.2,41.64,21.28,3.02,32.95,29.28,201.44,0
1814,1.57,455.54,139.16,18.55,179.36,11.4,57.85,49.26,7.75,-112.97,56.65,134.99,0
1815,0.49,1202.37,141.72,15.33,1722.69,24.29,23.08,16.25,2.04,-15.17,24.43,238.69,0
1816,1.19,6878.09,131.07,16.46,1765.06,37.81,7.8,49.18,7.41,84.62,61.35,176.37,0
1817,1.74,9421.1,139.6,16.34,1824.23,35.1,3.4,1.4,2.96,-75.66,20.9,135.67,0
1818,0.98,8654.56,139.39,18.97,1352.56,17.69,31.06,5.01,2.59,-77.95,14.35,48.65,1
1819,1.82,7633.94,140.16,17.0,763.35,52.06,4.86,46.02,1.45,13.96,2.19,23.64,1
1821,0.13,3037.92,130.16,16.55,519.54,46.12,40.34,47.58,0.25,-101.96,60.63,144.24,1
1822,0.32,7578.45,136.79,18.59,1391.6,64.63,58.36,42.19,2.14,-89.77,10.4,146.94,0
1823,0.07,6518.47,138.28,16.64,1658.58,2.5,53.85,29.89,5.8,-103.66,19.71,7.14,0
1824,1.02,1150.76,140.33,16.7,621.76,25.1,21.56,5.32,0.51,-13.17,55.95,34.52,1
1826,0.82,153.2,144.89,17.45,1574.89,52.24,45.08,42.62,5.59,-18.25,8.92,48.55,1
1829,0.54,2424.32,138.98,17.59,75.31,51.02,28.6,10.54,6.9,20.88,0.12,241.21,0
1831,1.27,9440.41,136.07,17.84,2122.23,20.9,15.02,10.15,5.66,-88.11,47.93,175.15,0
1832,0.75,4512.76,134.21,16.79,1571.06,20.38,11.08,48.13,2.14,110.12,27.84,110.25,1
1833,0.4,2275.42,144.27,16.24,2253.56,59.52,21.93,31.91,2.6,-106.12,62.52,94.59,1
1834,0.26,7344.55,130.22,18.3,2174.51,57.58,56.59,13.74,7.88,-57.72,26.06,96.02,1
1835,0.38,960.01,138.0,16.83,181.44,31.78,26.29,29.33,4.22,-33.39,11.98,25.89,1
1836,0.08,2308.27,137.62,17.48,1402.17,14.65,14.08,47.73,1.71,-99.84,30.96,198.16,0
1837,0.86,8370.82,144.44,16.57,1408.34,2.92,14.85,36.41,0.61,33.06,11.38,150.05,0
1840,1.63,822.66,141.21,15.63,2157.71,63.88,46.19,12.4,4.81,-116.88,14.62,13.76,1
1841,0.64,2500.51,142.62,17.2,873.46,35.53,38.31,2.85,1.18,11.83,8.68,97.32,0
1842,1.83,1291.9,136.72,18.83,1059.58,50.98,38.44,21.57,2.23,76.66,12.28,150.42,1
1844,1.08,3166.65,131.58,16.28,1649.58,46.53,64.71,44.48,0.55,-96.54,31.34,220.73,1
1846,1.69,5747.35,131.93,18.1,970.53,26.54,8.94,2.14,6.96,108.16,52.14,107.62,1
1847,0.97,5230.93,143.8,15.14,1086.3,23.37,45.43,46.31,0.03,-69.77,50.96,89.32,1
1848,1.07,2677.03,135.68,15.39,1988.43,48.93,19.27,36.46,4.92,-11.71,18.64,174.18,1
1849,0.86,6756.67,143.32,15.71,983.14,64.09,8.16,27.36,4.71,-68.52,19.63,40.8,0
1850,0.61,6796.0,144.04,16.88,1082.74,8.62,56.89,39.85,3.29,-44.96,58.74,162.42,1
1851,0.87,479.44,142.66,15.39,625.0,35.28,56.09,32.82,7.12,-43.24,48.14,223.19,0
1854,1.4,7731.13,135.83,16.91,2255.82,19.32,53.27,12.64,0.38,-21.95,52.45,38.99,1
1855,0.78,1325.24,144.67,15.72,264.78,18.51,2.09,23.32,4.86,-110.73,37.86,128.71,0
1856,1.78,3081.61,135.12,15.82,626.78,59.05,15.45,39.29,1.35,-82.47,35.16,159.02,1
1858,1.95,3651.26,135.52,16.91,152.56,12.34,17.98,13.52,0.8,113.79,63.47,115.55,0
1859,1.57,7667.66,132.76,17.67,12.81,39.09,23.84,24.6,2.28,-7.6,43.63,17.63,0
1860,1.12,9646.66,132.58,15.18,1557.8,51.63,22.29,33.79,1.44,-52.85,51.33,23.35,0
1861,0.69,3909.97,135.46,16.31,2354.59,62.63,21.64,16.33,5.99,-27.6,31.26,89.84,0
1862,0.17,7469.82,143.81,15.33,461.64,33.1,49.62,2.71,7.12,-67.95,31.39,236.03,0
1863,0.12,8814.76,134.67,17.05,723.64,63.23,5.42,35.69,1.71,-67.54,55.03,14.12,1
1864,0.99,4776.91,139.76,18.18,1495.14,27.21,53.65,6.29,4.05,87.74,39.35,65.71,1
1865,1.97,8424.23,141.89,18.65,2333.72,40.07,8.61,7.91,5.95,-107.86,17.1,146.81,0
1866,0.57,4206.74,132.71,17.1,1621.54,28.09,24.79,36.69,2.49,-111.79,10.07,32.11,1
1867,0.13,5261.69,136.39,15.11,1272.28,36.21,35.76,17.74,1.01,80.61,45.47,182.6,0
1868,0.81,3368.37,141.25,16.19,2311.89,61.9,9.96,41.7,2.62,92.31,60.0,237.61,1
1869,0.85,3961.58,144.88,16.0,544.75,26.91,33.49,40.9,5.76,86.74,64.37,190.16,1
1870,1.04,7751.03,139.9,18.86,82.77,44.83,21.0,46.38,3.84,-92.21,43.45,252.08,0
1871,1.72,8785.79,144.69,15.13,2089.29,64.32,20.73,20.54,0.26,43.09,3.73,157.56,1
1872,1.05,8132.14,138.68,18.36,1503.8,29.91,31.61,32.56,5.13,105.01,11.02,81.21,1
1873,1.31,5102.12,139.14,17.35,1216.85,40.99,32.0,29.34,7.68,96.21,55.93,74.26,1
1875,0.12,4612.5,130.82,18.35,1503.58,21.33,3.58,43.36,0.8,-14.5,45.84,250.42,1
1876,0.57,2873.3,130.1,17.93,89.99,10.18,43.87,26.66,2.85,-57.19,58.13,126.81,1
1877,1.64,1593.76,138.56,17.72,2200.3,55.88,52.17,24.4,2.98,100.63,56.01,96.94,1
1878,1.05,901.51,132.79,17.78,2230.49,13.17,32.34,10.34,0.65,38.76,20.03,171.01,0
1879,0.12,4355.29,131.89,16.21,198.13,2.19,30.71,48.84,3.1,86.84,64.18,253.45,0
1880,0.62,4091.91,137.98,17.88,504.99,56.61,31.91,23.57,7.01,-60.66,61.14,173.76,0
1881,0.43,9954.84,135.38,18.94,1104.42,48.2,20.1,34.22,7.04,68.57,49.4,47.64,1
1882,0.8,7189.5,133.51,15.52,1031.21,9.46,12.63,3.33,1.94,45.49,46.24,210.61,0
1884,1.82,8515.25,133.85,18.41,1179.12,33.25,39.04,19.83,6.8,-34.21,32.45,211.51,0
1885,0.82,9375.04,131.89,15.38,1562.69,21.76,60.47,47.94,3.34,67.15,31.89,79.52,0
1886,0.49,4245.71,142.97,15.97,1512.49,50.73,23.24,25.54,4.65,78.69,21.63,60.87,1
1887,0.28,8623.97,138.64,18.63,399.56,34.25,28.62,36.98,6.65,121.75,1.9,192.98,0
1889,1.45,9315.74,130.77,18.11,847.43,4.85,50.42,29.33,0.54,-39.02,38.94,4.8,0
1890,0.48,4184.99,139.49,18.47,407.95,51.47,15.01,46.28,0.3,79.16,5.97,226.37,0
1891,0.1,4745.85,131.01,18.08,2410.91,17.14,46.61,25.36,4.54,2.24,26.79,120.86,1
1893,0.57,4681.0,132.56,18.44,1608.78,38.23,16.0,13.74,7.36,101.42,60.59,93.12,1
1894,0.59,6487.55,140.74,18.35,906.55,63.7,11.07,27.72,2.58,61.99,2.78,78.11,1
1895,0.27,9647.51,130.52,18.17,371.31,54.23,36.3,30.75,2.24,21.56,61.04,125.38,1
1896,1.28,7394.06,132.0,15.7,551.75,1.86,2.79,31.08,0.8,49.84,52.16,248.57,0
1897,1.94,4494.17,143.49,16.94,1909.24,26.36,63.57,38.9,3.49,-27.67,52.19,25.75,1
1898,0.85,8858.61,138.35,16.55,2270.02,49.37,6.87,46.24,3.4,-69.67,9.74,197.57,1
1899,0.71,1158.94,137.4,15.88,1954.04,49.87,34.65,44.69,1.59,-43.73,38.36,130.87,0
1900,1.66,5837.36,139.96,18.09,1041.94,29.41,22.86,20.65,5.51,-23.75,29.13,134.67,1
1901,0.8,9072.18,145.17,15.1,1869.45,57.33,58.98,45.33,1.41,92.67,47.56,63.32,1
1902,1.81,371.03,134.58,17.05,1404.81,63.41,60.32,45.39,1.47,18.24,38.85,187.83,0
1903,1.02,2557.27,144.53,17.11,450.45,60.49,48.58,22.24,7.25,-84.56,48.1,230.46,1
1905,1.16,2054.11,139.94,17.63,1051.03,16.01,17.96,14.77,2.28,-86.03,48.97,132.12,1
