index,q/qm,ploss,fre,vpa,papower,ch,ce,rppower,ss,label
1924,189.87,-6131.53,137.95,99981.21,17141.91,2.27,-8.44,50261.47,123.44,1
1925,169.18,-9041.31,142.24,330047.87,4895.61,1.25,80.21,57358.1,225.63,0
1926,31.29,2851.69,133.51,190737.66,31018.83,3.75,88.91,45475.89,9.43,1
1927,111.66,7012.82,130.24,129467.82,41876.15,0.95,15.68,39560.74,174.4,1
1928,53.14,-1418.35,138.2,282024.73,53362.76,7.68,-75.92,50282.18,226.09,1
1929,82.77,-8412.92,143.97,51346.19,47683.16,0.54,-75.14,13492.01,67.1,1
1930,142.84,-9061.69,130.68,248342.4,54824.3,0.35,105.39,13124.08,116.47,1
1931,76.87,6988.08,132.08,378814.85,6301.04,7.61,5.39,27677.52,83.11,0
1933,174.28,8255.98,145.03,217055.72,59075.33,1.9,89.89,37631.79,226.38,1
1934,58.74,2670.3,135.26,327706.49,2294.75,7.93,43.56,7697.64,250.73,0
1935,136.95,164.58,139.24,138486.89,30272.56,0.56,96.37,44899.69,214.29,0
1937,84.15,-2024.71,134.23,276440.2,20038.06,0.05,-93.89,13047.68,153.73,1
1939,101.54,3279.46,142.88,156112.07,47698.25,1.76,-70.74,10024.55,117.59,0
1940,75.11,-5830.9,141.81,398282.85,15392.28,4.43,-11.9,14762.62,183.01,1
1942,170.24,6089.14,131.85,93091.65,44417.75,1.29,126.8,29931.71,33.79,0
1943,21.73,1563.52,139.66,239759.14,29542.55,7.6,9.59,42864.52,197.22,0
1944,109.42,6442.83,139.56,390826.33,23369.73,0.82,-95.25,53597.52,245.57,1
1945,80.39,-3922.76,143.83,99686.52,41272.42,6.4,-93.35,59834.2,240.01,1
1946,86.91,2702.3,145.45,299744.87,5686.78,3.15,-24.98,28862.13,110.03,0
1947,102.94,8379.36,136.45,146610.87,5928.88,3.79,90.57,38623.62,49.31,1
1948,116.74,-2591.79,141.08,119040.78,58492.04,7.64,-0.75,44661.32,67.89,0
1949,79.87,-60.65,134.3,96008.23,23888.56,6.56,-116.57,63205.81,224.14,1
1950,123.67,-5174.71,136.88,322096.04,21413.91,4.89,-91.2,17330.95,111.02,1
1951,140.21,-1751.61,139.77,242957.81,325.38,4.84,88.91,17615.06,40.85,0
1952,123.48,-2573.84,136.25,107762.19,9200.84,3.45,83.1,50354.48,173.5,0
1953,120.49,-4478.28,143.75,282958.52,6312.31,7.18,85.04,51204.56,144.65,0
1954,51.81,9675.38,137.28,84031.83,5029.72,6.96,-76.67,42085.03,123.0,0
1955,107.51,-6060.78,143.23,348836.96,13663.83,1.58,-74.42,23661.37,74.09,1
1957,118.54,-9111.58,145.14,226981.09,39779.56,2.62,-67.93,32467.03,211.09,0
1958,133.54,-1987.49,143.0,11189.24,41588.04,1.93,29.46,16289.44,219.52,0
1959,168.16,-8631.27,137.17,319234.55,35748.38,2.94,66.05,56513.94,190.44,0
1960,109.4,-4102.08,137.09,34992.02,42439.33,1.43,-20.54,3163.26,66.51,1
1961,198.13,-6621.61,145.12,186202.23,36970.74,7.04,-98.02,47694.05,213.99,0
1962,41.18,6898.14,134.63,55612.47,9979.6,3.53,-96.02,24186.73,129.01,1
1963,76.85,6180.28,143.86,178766.95,2295.37,0.65,19.59,21864.42,24.46,0
1964,71.77,-3974.89,138.04,88623.17,64410.84,1.44,-21.85,2787.37,107.71,0
1965,5.77,7915.45,145.95,356163.13,9190.54,4.78,43.16,15804.1,1.77,0
1966,122.7,-4777.11,134.51,122977.2,7109.23,7.84,63.64,49690.57,194.62,1
1967,59.2,-9440.01,139.41,146465.54,29314.65,7.18,43.21,29147.94,67.13,0
1968,16.71,6650.82,142.6,225895.28,64279.64,4.35,105.76,55754.57,110.53,1
1971,87.83,-7397.51,144.6,111594.21,48003.78,6.94,1.79,45974.49,65.86,1
1972,53.84,842.37,136.27,244801.46,30340.44,3.6,-47.62,38134.69,39.11,0
1973,29.06,2319.68,140.32,40130.02,5414.9,1.43,95.06,21770.17,192.04,0
1974,43.61,2737.25,145.52,196147.16,62026.43,1.11,24.77,22484.12,153.97,0
1975,175.11,-1681.23,139.66,237126.33,53521.47,0.06,17.16,3331.44,14.59,1
1976,36.33,-7639.58,139.57,13101.91,7097.3,0.99,82.07,17069.69,45.97,0
1977,145.23,-5305.65,133.91,247502.76,46022.48,0.25,32.44,27091.59,205.2,1
1979,31.67,-4142.75,135.33,364817.16,31771.41,5.06,18.33,43416.58,40.58,1
1980,87.95,-1613.07,140.33,191358.01,5614.61,6.06,-43.74,59345.08,212.21,1
1981,60.55,4657.93,139.52,129397.17,55528.27,7.51,-87.59,44755.93,106.43,1
1983,131.0,8786.73,138.56,90274.83,59213.98,6.19,-102.2,31147.85,120.02,0
1984,153.01,5409.89,142.33,250871.05,23390.41,6.56,66.05,22369.01,60.96,1
1985,178.92,9013.9,141.51,149463.27,40593.61,2.38,100.1,11721.63,219.87,1
1987,44.29,9471.26,139.25,58713.7,23138.92,0.09,-78.04,44795.23,154.97,1
1988,27.13,6472.42,135.07,227267.61,19835.86,5.84,5.97,32979.31,42.67,1
1989,125.18,4090.38,133.17,297866.6,36007.02,3.64,64.03,35774.27,208.87,0
1991,109.96,-1208.05,144.67,193883.54,60621.32,3.6,14.21,48910.11,78.14,0
1992,188.8,2938.97,141.19,380617.49,14368.19,2.36,-99.44,39891.64,79.96,0
1993,68.4,-8879.11,138.88,14500.3,6657.22,1.76,-17.56,56176.4,0.58,1
1995,77.66,4481.46,144.74,233672.72,1254.42,2.54,-16.97,3209.58,133.14,1
1996,108.3,-6507.48,140.75,272898.79,3591.44,3.73,-84.97,8075.41,54.1,1
1997,34.29,2112.78,139.07,106782.66,1469.88,3.88,14.91,14936.08,187.9,1
1998,35.28,7787.81,141.65,260014.61,11648.36,2.29,32.69,21777.53,36.87,0
1999,173.47,7258.84,130.87,243921.18,40928.25,6.91,17.49,63893.48,198.87,0
